,OBJECTID,ACCIDENTNUM,ACCIDENTDATE,ACCIDENT_YEAR,ACCIDENT_MONTH,ACCIDENT_DAY,ACCIDENT_HOUR,ACCIDENT_MINUTE,ACCIDENT_SECOND,ACCIDENT_WEEKDAY,XCOORD,YCOORD,LONGITUDE,LATITUDE,ACCIDENTLOCATION,COLLISIONTYPE,CLASSIFICATIONOFACCIDENT,IMPACTLOCATION,INITIALDIRECTIONOFTRAVELONE,INITIALDIRECTIONOFTRAVELTWO,INITIALIMPACTTYPE,INTTRAFFICCONTROL,LIGHT,LIGHTFORREPORT,ROADJURISDICTION,TRAFFICCONTROL,TRAFFICCONTROLCONDITION,THRULANENO,NORTHBOUNDDISOBEYCOUNT,SOUTHBOUNDDISOBEYCOUNT,PEDESTRIANINVOLVED,CYCLISTINVOLVED,MOTORCYCLISTINVOLVED,ENVIRONMENTCONDITION1,ENVIRONMENTCONDITION2,SELFREPORTED,XMLIMPORTNOTES,LASTEDITEDDATE,x,y,Distance_Category,ACCIDENTNUM2
4020,47501,18-033528,2/12/2018 6:30:00 AM,2018,2,12,6,30,0,Monday,543800.95236,4810954.2516,-80.458655,43.45022,Non intersection,2,P.D. only,Not on roadway - left side,unknown,unknown,SMV other,Unknown,"Dawn, artificial","04 - Dawn, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,LYNDHURST DR; DEERFIELD AVE ; Near; 30 M,1/30/2020 11:53:59 AM,543800.9524,4810954.2516,Low,18-033528
4021,47502,18-033917,2/10/2018 5:30:00 PM,2018,2,10,17,30,0,Saturday,545151.78253,4812813.0563,-80.441807,43.466876,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,GEORGIAN CRES; GEORGIAN CRES ; Near,1/30/2020 11:53:58 AM,545151.7825,4812813.0563,Low,18-033917
4022,47503,18-033985,2/12/2018 4:00:00 PM,2018,2,12,16,0,0,Monday,545273.25447,4806433.28212,-80.440834,43.409425,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Stop sign,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,WILSON AVE; WABANAKI DR,1/30/2020 11:53:57 AM,545273.2545,4806433.2821,Low,18-033985
4023,47504,18-033987,2/12/2018 3:35:00 PM,2018,2,12,15,35,0,Monday,544815.15439,4808555.78162,-80.446318,43.428564,At/near private drive,1,Non-fatal injury,Thru lane,unknown,unknown,Other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,CONNAUGHT ST; CONNAUGHT ST; At; 5 M,1/30/2020 11:53:56 AM,544815.1544,4808555.7816,Low,18-033987
4024,47505,18-034028,2/10/2018 4:15:00 PM,2018,2,10,16,15,0,Saturday,543412.2984,4804790.6858,-80.463948,43.394745,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Sideswipe,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Snow,,False,HURON RD; TEMPLEWOOD DR,1/30/2020 11:53:55 AM,543412.2984,4804790.6858,Low,18-034028
4025,47506,18-034152,2/12/2018 7:00:00 PM,2018,2,12,19,0,0,Monday,547631.98352,4810519.2543,-80.411347,43.446069,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,"Dusk, artificial","06 - Dusk, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,LANDGREN CRT; LANDGREN CRT ; 1 M,1/30/2020 11:53:54 AM,547631.9835,4810519.2543,Low,18-034152
4026,47507,18-034243,2/13/2018 3:35:00 AM,2018,2,13,3,35,0,Tuesday,537088.88634,4809168.98885,-80.54173,43.434507,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Other,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,GREENGABLE WAY ; GREENGABLE WAY ; At; 1 M,1/30/2020 11:53:53 AM,537088.8863,4809168.9889,Low,18-034243
4027,47508,18-034371,2/13/2018 9:08:00 AM,2018,2,13,9,8,0,Tuesday,536568.35719,4807603.69113,-80.548266,43.420439,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,NEWBURY DR; NEWBURY DR ; At; 1 M,1/30/2020 11:53:52 AM,536568.3572,4807603.6911,Low,18-034371
4028,47509,18-034541,2/13/2018 9:00:00 AM,2018,2,13,9,0,0,Tuesday,539314.19919,4810615.07477,-80.514131,43.447415,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,BELMONT AVE W; GAGE AVE,1/30/2020 11:53:51 AM,539314.1992,4810615.0748,Low,18-034541
4029,47510,18-034625,2/13/2018 12:45:00 PM,2018,2,13,12,45,0,Tuesday,546992.29434,4808376.97871,-80.419436,43.42682,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,RIVER RD E; GRAND RIVER BLVD,1/30/2020 11:53:50 AM,546992.2943,4808376.9787,Low,18-034625
4030,47511,18-034631,2/12/2018 6:30:00 AM,2018,2,12,6,30,0,Monday,540862.20785,4809652.62315,-80.495072,43.438666,Non intersection,2,P.D. only,Right shoulder,unknown,unknown,SMV unattended vehicle,Unknown,Dawn,03 - Dawn,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,SPADINA RD E; SPADINA RD E; Near,1/30/2020 11:53:49 AM,540862.2079,4809652.6232,Low,18-034631
4031,47512,18-034760,2/13/2018 4:25:00 PM,2018,2,13,16,25,0,Tuesday,545273.24161,4806435.19968,-80.440834,43.409443,Intersection related,2,P.D. only,Right turn lane,unknown,unknown,Rear end,Stop sign,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Yield sign,Functioning,0,0,0,False,False,False,Clear,,False,WILSON AVE; WABANAKI DR,1/30/2020 11:53:48 AM,545273.2416,4806435.1997,Low,18-034760
4032,47513,18-034840,2/13/2018 4:00:00 PM,2018,2,13,16,0,0,Tuesday,541905.65077,4810550.21035,-80.48211,43.44669,Intersection related,1,Non-fatal injury,Thru lane,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,True,False,Clear,,False,MADISON AVE N; KING ST E; Near; 2 M,1/30/2020 11:53:47 AM,541905.6508,4810550.2104,Low,18-034840
4033,47514,18-035112,2/13/2018 6:30:00 PM,2018,2,13,18,30,0,Tuesday,541068.0,4811108.0,0.0,0.0,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,"Dusk, artificial","06 - Dusk, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,STILLWATER ST; STILLWATER ST,1/30/2020 11:53:46 AM,541068.0,4811108.0,Low,18-035112
4034,47515,18-035122,2/14/2018 8:05:00 AM,2018,2,14,8,5,0,Wednesday,541797.44024,4808182.07164,-80.483628,43.425373,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,ALPINE RD; 721 OTTAWA ST S; At; 200 M,1/30/2020 11:53:45 AM,541797.4402,4808182.0716,High,18-035122
4035,47516,18-035325,2/13/2018 6:30:00 PM,2018,2,13,18,30,0,Tuesday,542540.38332,4808085.75879,-80.474458,43.424464,Intersection related,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Dark,07 - Dark,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,ARDELT AVE; HANSON AVE,1/30/2020 11:53:45 AM,542540.3833,4808085.7588,Low,18-035325
4036,47517,18-035329,2/9/2018 5:50:00 PM,2018,2,9,17,50,0,Friday,541547.86769,4811884.68873,-80.48643,43.458726,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,"Dusk, artificial","06 - Dusk, artificial",Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,1,False,False,False,Snow,,False,ST LEGER ST; BREITHAUPT ST,1/30/2020 11:53:43 AM,541547.8677,4811884.6887,Low,18-035329
4037,47518,18-035539,2/14/2018 4:13:00 PM,2018,2,14,16,13,0,Wednesday,543159.65679,4812082.04851,-80.466491,43.460411,Intersection related,2,P.D. only,Right turn lane,unknown,unknown,Sideswipe,Unknown,Daylight,01 - Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,FREDERICK ST ; ETHEL ST ; Near; 4 M,1/30/2020 11:53:43 AM,543159.6568,4812082.0485,Low,18-035539
4038,47519,18-035578,2/14/2018 4:35:00 PM,2018,2,14,16,35,0,Wednesday,544814.75651,4804819.76784,-80.446629,43.394925,At/near private drive,2,Non-reportable,Thru lane,unknown,unknown,Other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,PIONEER DR ; PIONEER DR ; At; 2 M,1/30/2020 11:53:42 AM,544814.7565,4804819.7678,Low,18-035578
4039,47520,18-035617,2/12/2018 5:30:00 PM,2018,2,12,17,30,0,Monday,541498.92556,4811996.59848,-80.487026,43.459736,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Dark,07 - Dark,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,WELLINGTON ST N; ST LEGER ST,1/30/2020 11:53:41 AM,541498.9256,4811996.5985,Low,18-035617
4040,47521,18-035692,2/13/2018 8:45:00 PM,2018,2,13,20,45,0,Tuesday,542272.6579,4803908.52354,-80.478088,43.386867,At/near private drive,1,Non-fatal injury,Thru lane,unknown,unknown,Other,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,MAITLAND ST ; MAITLAND ST; Near,1/30/2020 11:53:40 AM,542272.6579,4803908.5235,Low,18-035692
4041,47522,18-036087,2/15/2018 10:28:00 AM,2018,2,15,10,28,0,Thursday,544330.94678,4808467.27778,-80.452307,43.427796,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,FRANKLIN ST S; GREENFIELD AVE,1/30/2020 11:53:39 AM,544330.9468,4808467.2778,Low,18-036087
4042,47523,18-036558,2/15/2018 9:25:00 PM,2018,2,15,21,25,0,Thursday,543925.85811,4806635.12521,-80.457459,43.411323,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Turning movement,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,FALLOWFIELD DR; BLEAMS RD; Near; 50 M,1/30/2020 11:53:38 AM,543925.8581,4806635.1252,Low,18-036558
4043,47524,18-036851,2/16/2018 8:49:00 AM,2018,2,16,8,49,0,Friday,542610.8701,4805876.97207,-80.473759,43.404572,Intersection related,1,Non-fatal injury,Off highway,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,STRASBURG RD; MCINTYRE DR; Near; 100 M,1/30/2020 11:53:37 AM,542610.8701,4805876.9721,Low,18-036851
4044,47525,18-036866,2/16/2018 8:10:00 AM,2018,2,16,8,10,0,Friday,540903.56354,4811718.95715,-80.494406,43.457269,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,True,WELLINGTON ST N; WELLINGTON ST N; At,1/20/2023 1:39:29 PM,540903.5635,4811718.9572,Low,18-036866
4045,47526,18-037115,2/16/2018 1:15:00 PM,2018,2,16,13,15,0,Friday,546892.01718,4809748.21519,-80.420557,43.439173,Intersection related,2,Non-reportable,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,SIMS ESTATE DR; BEAUMONT CRES,1/30/2020 11:53:35 AM,546892.0172,4809748.2152,Low,18-037115
4046,47527,18-037155,2/16/2018 1:46:00 PM,2018,2,16,13,46,0,Friday,540475.34881,4809720.9286,-80.499847,43.439302,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,QUEENS BLVD ; HIGHLAND RD W,1/30/2020 11:53:35 AM,540475.3488,4809720.9286,Low,18-037155
4047,47528,18-037174,2/16/2018 1:00:00 PM,2018,2,16,13,0,0,Friday,543530.53758,4809564.43134,-80.462108,43.437721,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,FLORAL CRES; FLORAL CRES; Near,1/30/2020 11:53:34 AM,543530.5376,4809564.4313,Low,18-037174
4048,47529,18-037192,2/16/2018 4:01:00 PM,2018,2,16,16,1,0,Friday,541291.97191,4813568.93426,-80.489465,43.473905,Intersection related,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,LEANDER PL; HAMEL AVE ; 20 M,1/30/2020 11:53:33 AM,541291.9719,4813568.9343,Low,18-037192
4049,47530,18-037402,2/16/2018 10:02:00 PM,2018,2,16,22,2,0,Friday,541348.23813,4809262.81502,-80.489096,43.435129,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,"Daylight, artificial","02 - Daylight, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,CHARLES BEST PL ; 48 CHARLES BEST PL ; At; 2 M,1/30/2020 11:53:32 AM,541348.2381,4809262.815,Low,18-037402
4050,47531,18-037889,2/17/2018 12:30:00 PM,2018,2,17,12,30,0,Saturday,541764.23968,4810762.07343,-80.483841,43.448606,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,EBY ST N; EBY ST N; Near,1/30/2020 11:53:31 AM,541764.2397,4810762.0734,Low,18-037889
4051,47532,18-037960,2/17/2018 12:10:00 PM,2018,2,17,12,10,0,Saturday,546325.45328,4808523.62257,-80.427662,43.428182,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Other,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,MORGAN AVE; MORGAN AVE; At,1/30/2020 11:53:30 AM,546325.4533,4808523.6226,Low,18-037960
4052,47533,18-038440,2/17/2018 7:00:00 PM,2018,2,17,19,0,0,Saturday,545166.82342,4804466.23086,-80.442311,43.39172,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,HARVEST CRT; HARVEST CRT; Near,1/30/2020 11:53:29 AM,545166.8234,4804466.2309,Low,18-038440
4053,47534,18-038573,1/4/2018 6:20:00 PM,2018,1,4,18,20,0,Thursday,542218.94681,4806996.32255,-80.478513,43.414673,Intersection related,2,Non-reportable,Thru lane,unknown,unknown,Rear end,Unknown,"Dusk, artificial","06 - Dusk, artificial",Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,STRASBURG RD; STRASBURG RD; At,1/30/2020 11:53:28 AM,542218.9468,4806996.3226,Low,18-038573
4054,47535,18-038625,2/12/2018 2:20:00 PM,2018,2,12,14,20,0,Monday,542166.42964,4810385.33324,-80.4789,43.445191,Non intersection,2,P.D. only,Left turn lane,unknown,unknown,Sideswipe,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,KING ST E; PANDORA AVE N; Near,1/30/2020 11:53:27 AM,542166.4296,4810385.3332,Low,18-038625
4055,47536,18-039138,2/9/2018 3:20:00 PM,2018,2,9,15,20,0,Friday,536798.98053,4807159.07313,-80.545447,43.416424,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Sideswipe,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,HIGHVIEW DR; WILLOW GREEN CRT; Near; 30 M,1/30/2020 11:53:27 AM,536798.9805,4807159.0731,Low,18-039138
4056,47537,18-039245,2/19/2018 1:30:00 PM,2018,2,19,13,30,0,Monday,540217.67612,4805819.53507,-80.503318,43.404187,Intersection related,1,Non-fatal injury,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Rain,,False,MAX BECKER DR ; COMMONWEALTH CRES ; Near; 2 M,1/30/2020 11:53:26 AM,540217.6761,4805819.5351,Low,18-039245
4057,47538,18-039758,2/19/2018 7:30:00 PM,2018,2,19,19,30,0,Monday,536408.37295,4807879.3865,-80.550224,43.422929,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,NEWBURY DR; NEWBURY DR,1/30/2020 11:53:25 AM,536408.373,4807879.3865,Low,18-039758
4058,47539,18-040041,2/20/2018 2:36:00 PM,2018,2,20,14,36,0,Tuesday,543070.57011,4805496.0184,-80.468112,43.401116,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Rain,,False,TRILLIUM DR; STRASBURG RD,1/30/2020 11:53:24 AM,543070.5701,4805496.0184,Low,18-040041
4059,47540,18-040087,2/20/2018 3:40:00 PM,2018,2,20,15,40,0,Tuesday,541941.13667,4811053.50234,-80.481632,43.45122,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Rain,,False,LANCASTER ST E; HOHNER AVE,1/30/2020 11:53:23 AM,541941.1367,4811053.5023,Low,18-040087
4060,47541,18-040502,2/21/2018 6:52:00 AM,2018,2,21,6,52,0,Wednesday,543073.90131,4812799.86874,-80.467495,43.46688,At intersection,1,Non-fatal injury,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Traffic signal,Functioning,0,0,0,False,False,False,Rain,,False,WELLINGTON ST N; RIVERBEND DR,1/30/2020 11:53:22 AM,543073.9013,4812799.8687,Low,18-040502
4061,47542,18-041381,2/22/2018 8:15:00 AM,2018,2,22,8,15,0,Thursday,542497.42682,4812517.08405,-80.474643,43.464366,Non intersection,2,Non-reportable,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,WELLINGTON ST N; LANCASTER ST W,1/30/2020 11:53:21 AM,542497.4268,4812517.0841,Low,18-041381
4062,47543,18-041532,2/21/2018 2:00:00 PM,2018,2,21,14,0,0,Wednesday,541836.93159,4806884.05857,-80.48324,43.413684,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,Rear end,Unknown,Daylight,01 - Daylight,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,RITTENHOUSE RD; RITTENHOUSE RD,1/30/2020 11:53:20 AM,541836.9316,4806884.0586,Low,18-041532
4063,47544,18-042164,2/21/2018 3:15:00 PM,2018,2,21,15,15,0,Wednesday,543858.92754,4812519.97841,-80.457813,43.464314,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,AVON RD; AVON RD; At,1/30/2020 11:53:19 AM,543858.9275,4812519.9784,Low,18-042164
4064,47545,18-042256,2/21/2018 6:00:00 AM,2018,2,21,6,0,0,Wednesday,542066.1664,4811773.58642,-80.480032,43.457696,Non intersection,2,P.D. only,Right shoulder,unknown,unknown,SMV unattended vehicle,Unknown,Dark,07 - Dark,Regional municipality,No control,unknown,0,0,0,False,False,False,Clear,,False,CHESTNUT ST; CHESTNUT ST,1/30/2020 11:53:18 AM,542066.1664,4811773.5864,Low,18-042256
4065,47546,18-043274,2/24/2018 2:50:00 PM,2018,2,24,14,50,0,Saturday,541232.21903,4810948.09446,-80.490402,43.45031,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Regional municipality,Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,KING ST W; ONTARIO ST S,1/30/2020 11:53:17 AM,541232.219,4810948.0945,Low,18-043274
4066,47547,18-043355,2/24/2018 4:45:00 PM,2018,2,24,16,45,0,Saturday,542110.18756,4812324.53472,-80.479445,43.462655,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,WELLINGTON ST N; SPRING VALLEY RD,1/30/2020 11:53:17 AM,542110.1876,4812324.5347,Low,18-043355
4067,47548,18-043481,2/24/2018 9:05:00 PM,2018,2,24,21,5,0,Saturday,540485.31136,4806409.61828,-80.499969,43.409486,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,"Dark, artificial","08 - Dark, artificial",Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,HIGHBROOK ST; HIGHBROOK ST ; At; 10 M,1/30/2020 11:53:16 AM,540485.3114,4806409.6183,Low,18-043481
4068,47549,18-043613,2/25/2018 12:39:00 AM,2018,2,25,0,39,0,Sunday,540334.4152,4805884.82584,-80.501872,43.404769,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,"Dark, artificial","08 - Dark, artificial",Regional municipality,Stop sign,Functioning,0,0,0,False,False,False,Rain,,False,MAX BECKER DR ; HELENA FEASBY ST; 6.5 M,1/30/2020 11:53:15 AM,540334.4152,4805884.8258,Medium,18-043613
4069,47550,18-044016,2/23/2018 9:00:00 PM,2018,2,23,21,0,0,Friday,544092.84356,4812695.58634,-80.454907,43.465881,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Dark,07 - Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,FORFAR AVE; FORFAR AVE,1/30/2020 11:53:14 AM,544092.8436,4812695.5863,Low,18-044016
4070,47551,18-044037,2/24/2018 12:00:00 PM,2018,2,24,12,0,0,Saturday,538323.75795,4807967.60683,-80.526557,43.423628,Non intersection,2,P.D. only,Thru lane,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,SILVER ASPEN CRES; SILVER ASPEN CRES ; Near,1/30/2020 11:53:13 AM,538323.758,4807967.6068,Low,18-044037
4071,47552,18-044256,2/25/2018 10:23:00 PM,2018,2,25,22,23,0,Sunday,541541.65487,4811467.41378,-80.486538,43.454969,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Dark,07 - Dark,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,MARGARET AVE; QUEEN ST S; Near; 100 M,1/30/2020 11:53:12 AM,541541.6549,4811467.4138,Low,18-044256
4072,47553,18-044457,2/26/2018 8:12:00 AM,2018,2,26,8,12,0,Monday,545238.19784,4808781.93134,-80.441073,43.430575,At/near private drive,2,P.D. only,Left turn lane,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,KINGSWAY DR; KINGSWAY DR ; 1 M,1/30/2020 11:53:11 AM,545238.1978,4808781.9313,Low,18-044457
4073,47554,18-045227,2/27/2018 7:57:00 AM,2018,2,27,7,57,0,Tuesday,544141.31084,4808845.52931,-80.454619,43.431213,At intersection,2,P.D. only,Within intersection,unknown,unknown,Angle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,CONNAUGHT ST; FOURTH AVE,1/30/2020 11:53:10 AM,544141.3108,4808845.5293,Low,18-045227
4074,47555,18-045654,2/26/2018 8:30:00 AM,2018,2,26,8,30,0,Monday,545953.9786,4803718.90333,-80.432655,43.384944,Non intersection,2,P.D. only,Right shoulder,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,ARMENIAN CRT; ARMENIAN CRT ; Near,1/30/2020 11:53:09 AM,545953.9786,4803718.9033,Low,18-045654
4075,47556,18-045998,2/28/2018 7:54:00 AM,2018,2,28,7,54,0,Wednesday,542611.01705,4805879.29728,-80.473757,43.404593,At intersection,2,P.D. only,Within intersection,unknown,unknown,Turning movement,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),Stop sign,Functioning,0,0,0,False,False,False,Clear,,False,STRASBURG RD; MCINTYRE DR,1/30/2020 11:53:08 AM,542611.0171,4805879.2973,Low,18-045998
4076,47557,18-046207,2/28/2018 12:01:00 PM,2018,2,28,12,1,0,Wednesday,537995.10465,4810581.54946,-80.530435,43.447181,Non intersection,1,Non-fatal injury,Thru lane,unknown,unknown,SMV other,Unknown,Daylight,01 - Daylight,Private property,Traffic signal,Functioning,0,0,0,False,False,False,Clear,,False,GLASGOW ST; GLASGOW ST ; 5 M,1/30/2020 11:53:07 AM,537995.1047,4810581.5495,Low,18-046207
4077,47558,18-046397,2/28/2018 3:00:00 PM,2018,2,28,15,0,0,Wednesday,541068.0,4811108.0,0.0,0.0,Non intersection,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,SEABROOK DR; APPLE HILL CRES; Near,1/30/2020 11:53:06 AM,541068.0,4811108.0,Low,18-046397
4078,47559,18-046497,2/28/2018 12:45:00 PM,2018,2,28,12,45,0,Wednesday,544214.36771,4804804.55372,-80.454044,43.394823,At/near private drive,2,P.D. only,Thru lane,unknown,unknown,SMV unattended vehicle,Unknown,Daylight,01 - Daylight,Municipal (excl. Twp. Rd.),No control,unknown,0,0,0,False,False,False,Clear,,False,CARLYLE DR; CARLYLE DR; Near,1/30/2020 11:53:05 AM,544214.3677,4804804.5537,Low,18-046497
